1.558   26.8978   13.4308
1.559   26.7701   12.1507
1.560   26.6547   10.9592
1.561   26.5509    9.8455
1.562   26.4578    8.8001
1.563   26.3749    7.8150
1.564   26.3015    6.8833
1.565   26.2372    5.9988
1.566   26.1816    5.1564
1.567   26.1341    4.3514
1.568   26.0945    3.5797
1.569   26.0625    2.8377
1.570   26.0378    2.1221
1.571   26.0201    1.4300
1.572   26.0092    0.7587
1.573   26.0049    0.1059
1.574   26.0071   -0.5306
1.575   26.0155   -1.1529
1.576   26.0301   -1.7629
1.577   26.0508   -2.3623
1.578   26.0774   -2.9526
1.579   26.1098   -3.5356
1.580   26.1481   -4.1125
1.581   26.1921   -4.6849
1.582   26.2418   -5.2540
1.583   26.2971   -5.8212
1.584   26.3582   -6.3878
1.585   26.4249   -6.9550
1.586   26.4973   -7.5242
1.587   26.5754   -8.0964
1.588   26.6592   -8.6731
1.589   26.7488   -9.2556
1.590   26.8443   -9.8451
1.591   26.9457  -10.4430
1.592   27.0532  -11.0509
1.593   27.1668  -11.6701
1.594   27.2866  -12.3023
1.595   27.4128  -12.9492
1.596   27.5456  -13.6125
1.597   27.6851  -14.2943
1.598   27.8315  -14.9965
1.599   27.9850  -15.7216
1.600   28.1459  -16.4719
1.601   28.3144  -17.2503
1.602   28.4909  -18.0597
1.603   28.6756  -18.9036
1.604   28.8690  -19.7858
1.605   29.0713  -20.7104
1.606   29.2832  -21.6823
1.607   29.5050  -22.7069
1.608   29.7373  -23.7903
1.609   29.9808  -24.9399
1.610   30.2361  -26.1638
1.611   30.5041  -27.4716
1.612   30.7855  -28.8747
1.613   31.0816  -30.3863
1.614   31.3933  -32.0223
1.615   31.7220  -33.8018
1.616   32.0693  -35.7480
1.617   32.4370  -37.8892
1.618   32.8271  -40.2606
1.619   33.2422  -42.9066
1.620   33.6852  -45.8834
1.621   34.1598  -49.2643
1.622   34.6705  -53.1460
1.623   35.2228  -57.6588
1.624   35.8237  -62.9833
1.625   36.4824  -69.3772
1.626   37.2112  -77.2211
1.627   38.0269  -87.1037
1.628   38.9533  -99.9868
1.629   40.0266 -117.5612
1.630   41.3045 -143.1146
1.631   42.8889 -184.0679
1.632   44.9859 -261.9823
1.633   48.1285 -490.2744
1.634   54.7914       nan
1.635       nan       nan
1.636       nan       nan
1.637       nan       nan
1.638       nan       nan
1.639       nan       nan
1.640       nan       nan
1.641       nan       nan
1.642       nan       nan
1.643       nan       nan
1.644       nan       nan
1.645       nan       nan
1.646       nan       nan
1.647       nan       nan
1.648       nan       nan
1.649       nan       nan
1.650       nan       nan
1.651       nan       nan
1.652       nan       nan
1.653       nan       nan
1.654       nan       nan
1.655       nan       nan
1.656       nan       nan
1.657       nan       nan
1.658       nan       nan
1.659       nan       nan
1.660       nan       nan
1.661       nan       nan
1.662       nan       nan
1.663       nan       nan
1.664       nan       nan
1.665       nan       nan
1.666       nan       nan
1.667       nan       nan
1.668       nan       nan
1.669       nan       nan
1.670       nan       nan
1.671       nan       nan
1.672       nan       nan
1.673       nan       nan
1.674       nan       nan
1.675       nan       nan
1.676       nan       nan
1.677       nan       nan
1.678       nan       nan
1.679       nan       nan
1.680       nan       nan
1.681       nan       nan
1.682       nan       nan
1.683       nan       nan
1.684       nan       nan
1.685       nan       nan
1.686       nan       nan
1.687       nan       nan
1.688       nan       nan
1.689       nan       nan
1.690       nan       nan
1.691       nan       nan
1.692       nan       nan
1.693       nan       nan
1.694       nan       nan
1.695       nan       nan
1.696       nan       nan
1.697       nan       nan
1.698       nan       nan
1.699       nan       nan
1.700       nan       nan
1.701       nan       nan
1.702       nan       nan
